value_euro,age,release_clause_euro,sprint_speed,dribbling,position
350,21,683,74,58,Defense
300,23,585,53,28,Defense
280,23,546,48,15,Goalkeeper
140,33,175,57,57,Defense
425,19,638,71,61,Midfield
500,21,963,65,42,Defense
500,17,1400,70,62,Defense
325,23,666,64,64,Defense
375,22,544,73,65,Midfield
325,23,536,65,48,Defense
290,25,421,66,37,Defense
400,20,920,67,59,Midfield
350,25,779,64,55,Forward
350,22,683,66,57,Forward
550,17,1600,56,64,Midfield
425,21,829,73,55,Midfield
290,24,493,50,44,Defense
250,30,313,66,61,Forward
300,21,495,54,32,Defense
500,18,1300,66,50,Forward
450,21,653,65,54,Midfield
200,33,250,80,65,Midfield
280,26,623,81,62,Midfield
260,26,345,42,44,Defense
375,22,750,72,60,Defense
375,20,544,78,54,Midfield
400,22,780,66,58,Forward
260,28,325,59,60,Midfield
450,21,653,77,56,Forward
210,28,315,72,49,Defense
270,25,493,89,57,Defense
400,20,760,68,54,Defense
325,25,593,59,62,Forward
290,24,442,64,55,Midfield
550,19,1200,72,66,Forward
375,20,544,68,56,Defense
400,21,760,63,62,Forward
450,21,945,54,61,Midfield
375,23,581,70,61,Midfield
90,37,113,45,51,Forward
375,23,694,82,62,Forward
375,19,619,54,38,Defense
325,21,504,68,59,Midfield
300,25,428,69,59,Midfield
130,35,228,63,60,Midfield
280,23,588,33,8,Goalkeeper
150,32,263,25,13,Goalkeeper
500,20,1200,55,35,Defense
280,24,455,74,63,Defense
325,25,431,86,62,Midfield
425,20,882,64,39,Defense
260,25,345,48,37,Defense
350,22,560,30,7,Goalkeeper
325,25,431,57,63,Midfield
450,20,1100,47,14,Goalkeeper
300,22,510,42,18,Goalkeeper
290,24,508,68,57,Defense
160,30,280,32,11,Goalkeeper
450,20,698,72,60,Forward
300,26,398,70,62,Midfield
290,24,450,70,63,Defense
475,18,1200,61,28,Defense
350,24,648,61,57,Midfield
130,35,228,58,43,Forward
350,24,595,72,64,Midfield
525,18,984,67,65,Forward
290,25,450,53,23,Defense
240,26,342,56,67,Defense
290,24,566,58,29,Defense
450,20,1100,28,12,Goalkeeper
325,23,496,68,65,Midfield
375,23,638,72,63,Forward
450,19,979,67,61,Midfield
325,21,618,67,60,Defense
280,25,427,70,46,Defense
550,20,1200,53,49,Forward
350,23,525,79,66,Midfield
140,33,175,75,54,Defense
350,21,595,77,38,Defense
350,23,613,65,64,Midfield
300,20,465,16,12,Goalkeeper
400,21,720,68,58,Forward
325,23,504,73,61,Midfield
450,21,956,44,11,Goalkeeper
325,25,431,67,67,Forward
350,22,630,60,24,Defense
300,22,510,43,19,Goalkeeper
375,19,656,65,38,Defense
280,27,406,72,55,Forward
270,24,385,64,58,Defense
475,20,1000,78,59,Defense
250,30,313,65,66,Forward
450,21,743,79,62,Forward
200,29,250,71,48,Defense
325,23,650,65,54,Defense
300,26,428,64,62,Midfield
525,19,1200,63,60,Midfield
500,18,1100,75,69,Forward
250,29,538,61,55,Midfield
190,29,409,65,48,Defense
350,23,543,69,56,Midfield
270,23,358,75,62,Defense
400,20,660,75,75,Midfield
325,22,471,31,14,Goalkeeper
425,21,999,78,64,Forward
450,17,979,53,44,Defense
475,21,891,68,67,Midfield
325,23,634,63,49,Defense
325,24,593,62,53,Midfield
325,24,431,75,58,Forward
350,21,735,41,13,Goalkeeper
70,34,123,55,48,Defense
375,22,694,79,52,Defense
325,22,471,73,65,Defense
350,24,683,69,63,Forward
260,24,429,41,15,Goalkeeper
550,20,1100,69,64,Midfield
200,30,270,59,47,Midfield
325,24,431,85,62,Forward
400,23,880,62,60,Midfield
425,21,723,75,65,Midfield
325,21,553,75,52,Defense
550,20,1100,73,67,Forward
270,25,493,45,22,Defense
350,22,578,85,60,Midfield
325,24,593,88,61,Forward
525,18,1300,64,67,Midfield
280,25,371,82,49,Defense
350,22,683,67,60,Defense
270,26,601,62,36,Defense
350,22,508,40,17,Goalkeeper
550,20,1500,79,60,Forward
350,22,735,86,68,Defense
425,22,946,48,62,Midfield
375,20,769,49,33,Defense
300,25,585,61,49,Defense
150,31,203,15,8,Goalkeeper
375,20,544,67,60,Midfield
290,23,493,41,20,Goalkeeper
140,33,203,33,45,Defense
290,24,631,54,46,Defense
325,23,471,70,57,Defense
500,18,938,79,71,Forward
475,20,962,75,63,Defense
290,22,421,42,8,Goalkeeper
350,24,823,64,57,Midfield
200,30,325,50,23,Goalkeeper
325,25,593,58,54,Midfield
400,21,780,66,61,Midfield
260,26,475,61,57,Midfield
325,23,431,67,65,Forward
250,28,556,62,52,Defense
550,17,1500,65,57,Midfield
290,24,421,69,25,Defense
450,21,855,87,65,Midfield
260,24,468,48,10,Goalkeeper
260,26,579,52,58,Defense
350,24,683,75,60,Forward
250,23,488,47,12,Goalkeeper
300,26,548,76,60,Midfield
250,28,438,72,56,Midfield
400,21,1000,45,16,Goalkeeper
200,28,350,64,54,Defense
260,26,449,55,44,Defense
260,28,442,63,62,Midfield
325,25,496,78,65,Forward
475,19,1000,61,30,Defense
260,23,494,49,16,Goalkeeper
190,31,257,38,44,Midfield
240,27,438,56,19,Defense
150,34,263,52,62,Midfield
280,24,427,73,58,Defense
350,24,578,74,45,Forward
325,23,528,54,54,Midfield
475,19,1300,73,64,Midfield
200,29,350,63,53,Defense
290,25,500,65,62,Midfield
170,31,281,32,27,Defense
475,20,1300,62,65,Midfield
475,19,962,71,63,Midfield
325,21,536,64,31,Defense
475,19,1200,62,51,Defense
375,23,619,68,71,Forward
190,32,333,68,55,Midfield
240,28,414,69,53,Midfield
180,30,297,79,63,Defense
290,23,696,35,18,Goalkeeper
300,24,585,70,56,Defense
325,25,431,59,47,Forward
425,20,701,68,65,Midfield
425,19,1100,50,9,Goalkeeper
550,18,1500,54,55,Forward
400,21,920,70,62,Midfield
350,22,735,48,13,Goalkeeper
300,22,495,68,59,Midfield
425,22,839,62,49,Midfield
500,19,1200,70,42,Defense
400,20,680,73,60,Defense
400,22,680,66,62,Midfield
375,22,619,77,67,Midfield
400,22,680,79,64,Forward
425,19,1000,25,12,Goalkeeper
20,37,33,27,14,Goalkeeper
475,21,1100,73,64,Midfield
400,22,780,81,68,Midfield
350,24,630,58,61,Midfield
350,25,481,69,56,Forward
290,23,667,61,46,Defense
290,25,522,58,47,Defense
200,29,270,55,51,Defense
280,21,504,30,12,Goalkeeper
325,22,569,66,61,Defense
375,22,619,78,67,Forward
140,32,189,37,51,Defense
375,22,619,68,67,Midfield
350,23,639,82,63,Forward
375,22,619,87,61,Midfield
300,23,540,29,9,Goalkeeper
525,19,1200,67,59,Midfield
300,26,458,79,64,Midfield
450,21,1000,29,19,Goalkeeper
375,23,863,60,65,Midfield
325,23,593,69,50,Midfield
210,28,263,71,49,Defense
325,23,585,64,50,Defense
350,21,630,24,8,Goalkeeper
400,19,850,60,55,Midfield
525,19,1100,76,59,Midfield
375,23,731,82,62,Midfield
550,20,1200,72,61,Midfield
210,28,284,74,63,Defense
220,32,473,79,59,Forward
400,21,720,70,55,Defense
400,20,580,72,66,Midfield
425,20,893,79,62,Midfield
525,20,1200,62,60,Midfield
240,28,342,57,58,Midfield
325,19,471,55,36,Defense
375,22,731,74,61,Midfield
325,25,431,64,53,Midfield
375,21,694,55,34,Defense
450,20,1200,21,11,Goalkeeper
250,28,363,65,59,Midfield
350,22,578,86,66,Midfield
350,22,630,69,36,Defense
160,32,344,68,66,Defense
550,19,1100,66,66,Midfield
300,23,495,58,55,Defense
290,23,508,38,12,Goalkeeper
250,29,363,73,63,Midfield
300,24,548,72,57,Midfield
525,19,1300,79,60,Forward
350,24,508,90,59,Forward
200,28,275,39,9,Goalkeeper
375,20,581,63,38,Defense
260,28,455,82,61,Midfield
325,22,780,72,62,Defense
290,24,471,54,30,Defense
375,22,788,56,63,Midfield
325,25,723,84,67,Midfield
180,29,297,48,15,Goalkeeper
230,30,403,61,58,Midfield
500,17,1200,78,65,Forward
260,24,397,63,41,Defense
230,26,362,48,13,Goalkeeper
325,23,520,57,30,Defense
400,21,760,62,67,Forward
525,18,1200,69,62,Midfield
525,18,1300,81,67,Midfield
400,21,700,60,63,Midfield
400,19,850,72,38,Defense
350,21,595,71,62,Midfield
525,19,1200,78,58,Midfield
250,25,456,89,57,Defense
300,26,458,77,60,Midfield
375,21,863,61,57,Midfield
425,20,988,67,53,Defense
270,24,412,75,64,Defense
425,20,1100,66,35,Defense
250,29,438,66,54,Midfield
130,34,189,43,10,Goalkeeper
325,25,512,71,61,Midfield
325,26,593,66,60,Midfield
270,26,466,62,60,Midfield
450,22,878,68,58,Midfield
160,31,280,40,54,Defense
270,24,412,67,55,Defense
375,19,825,61,53,Defense
550,20,1400,72,55,Forward
300,26,398,81,68,Forward
375,23,544,75,66,Midfield
250,23,438,39,13,Goalkeeper
375,20,619,68,65,Defense
550,20,1100,61,64,Midfield
350,23,508,67,65,Midfield
500,18,1000,66,64,Midfield
230,23,385,48,5,Goalkeeper
230,24,420,43,24,Goalkeeper
230,26,339,49,17,Goalkeeper
500,18,1100,74,62,Forward
475,19,1300,62,45,Defense
375,23,619,63,66,Midfield
375,22,619,85,66,Midfield
375,20,544,79,59,Forward
400,23,680,84,56,Forward
240,24,390,27,6,Goalkeeper
550,17,1500,67,57,Midfield
550,20,1200,76,63,Forward
475,20,1300,74,63,Forward
325,25,593,71,52,Midfield
400,21,680,74,69,Midfield
230,27,362,44,16,Goalkeeper
375,23,731,69,59,Midfield
170,31,230,54,50,Midfield
475,20,1100,67,62,Defense
250,25,488,44,23,Goalkeeper
450,19,889,72,38,Defense
425,23,829,67,60,Midfield
325,26,431,56,51,Forward
400,20,750,32,14,Goalkeeper
280,24,371,67,52,Defense
120,36,210,64,59,Forward
270,27,338,70,62,Forward
375,21,731,67,64,Midfield
220,27,292,49,16,Goalkeeper
500,20,1300,68,58,Defense
325,24,536,58,57,Midfield
325,25,431,63,57,Midfield
130,33,280,46,12,Goalkeeper
550,20,1100,62,65,Midfield
80,38,108,34,57,Midfield
170,31,230,61,56,Defense
260,28,429,86,62,Midfield
60,36,87,32,11,Goalkeeper
350,21,735,37,11,Goalkeeper
375,21,619,76,63,Forward
260,28,325,79,58,Forward
300,23,510,39,14,Goalkeeper
400,21,660,64,64,Midfield
300,23,465,73,51,Defense
290,24,508,60,59,Midfield
475,19,1200,68,62,Defense
260,24,507,41,13,Goalkeeper
550,20,1100,67,64,Midfield
325,26,463,62,58,Forward
375,21,713,54,55,Defense
375,20,619,54,33,Defense
290,23,522,75,57,Defense
450,21,698,66,58,Forward
280,25,399,68,49,Midfield
160,32,280,68,62,Defense
525,19,1200,67,57,Forward
550,19,1100,70,62,Midfield
260,28,325,72,62,Forward
425,19,1100,17,7,Goalkeeper
525,18,1200,77,65,Forward
270,25,412,39,58,Midfield
325,21,536,77,30,Defense
375,20,675,66,44,Defense
325,26,496,74,61,Forward
280,26,371,54,26,Defense
350,23,543,66,59,Forward
170,31,213,61,41,Defense
300,27,518,61,63,Forward
450,19,1300,34,11,Goalkeeper
500,18,1100,67,68,Midfield
325,18,715,64,39,Defense
525,18,1400,61,60,Midfield
300,25,435,67,44,Defense
270,27,392,70,62,Midfield
240,30,420,83,61,Midfield
350,21,560,74,66,Midfield
525,19,1200,77,57,Midfield
325,23,723,65,68,Midfield
450,21,1000,68,55,Forward
500,18,1200,69,75,Forward
250,28,456,44,39,Defense
350,23,595,69,55,Defense
375,21,788,67,61,Forward
250,26,381,69,50,Midfield
325,22,748,30,10,Goalkeeper
260,27,397,61,26,Defense
290,23,421,48,12,Goalkeeper
140,33,203,40,7,Goalkeeper
425,21,1100,52,33,Defense
240,26,390,37,48,Defense
400,22,660,67,48,Defense
450,22,878,67,63,Midfield
500,21,1300,59,53,Defense
190,30,257,63,54,Defense
260,28,455,63,58,Midfield
200,29,265,33,15,Goalkeeper
140,33,189,31,30,Goalkeeper
325,23,618,77,57,Defense
500,18,1200,55,69,Midfield
500,18,1300,84,67,Forward
325,25,593,83,64,Forward
300,21,435,81,63,Defense
325,21,431,77,62,Midfield
325,23,463,74,57,Midfield
525,20,1200,69,55,Midfield
200,33,250,64,62,Forward
280,24,427,73,60,Defense
200,30,330,42,47,Defense
200,32,350,66,58,Forward
200,28,350,51,49,Defense
450,21,1100,22,18,Goalkeeper
425,21,1100,48,42,Defense
300,22,525,58,29,Defense
170,32,213,75,59,Defense
525,19,1100,55,60,Midfield
240,31,420,76,55,Forward
170,31,230,43,53,Midfield
200,29,350,62,40,Defense
210,28,284,68,49,Defense
350,22,578,52,31,Defense
450,21,788,74,68,Midfield
325,23,634,73,61,Defense
425,22,659,78,63,Midfield
200,30,350,64,51,Defense
375,18,1000,64,34,Defense
450,21,765,74,64,Midfield
240,26,354,43,13,Goalkeeper
400,22,740,68,62,Midfield
400,20,930,23,9,Goalkeeper
400,19,1000,68,42,Defense
550,20,1400,70,62,Forward
325,25,431,71,64,Forward
290,30,508,61,56,Forward
400,22,680,56,56,Defense
210,28,368,40,14,Goalkeeper
650,19,1600,74,72,Midfield
20,38,31,38,12,Goalkeeper
150,34,278,39,12,Goalkeeper
400,23,530,68,68,Midfield
425,23,616,93,62,Forward
350,21,508,79,61,Defense
400,22,880,74,62,Defense
475,22,784,68,68,Midfield
300,26,398,75,63,Defense
625,19,1600,76,73,Midfield
650,18,1900,65,63,Midfield
400,22,880,68,62,Midfield
400,22,580,54,40,Defense
220,31,319,67,49,Defense
425,23,616,59,53,Midfield
450,20,765,70,43,Defense
270,26,412,27,18,Goalkeeper
425,24,829,79,67,Forward
500,21,725,85,64,Midfield
600,20,1400,80,64,Defense
475,21,1000,76,64,Defense
425,19,903,40,14,Goalkeeper
240,30,420,69,55,Midfield
400,24,530,77,63,Forward
325,27,723,61,38,Defense
375,26,647,66,63,Midfield
240,27,438,26,12,Goalkeeper
625,19,1800,75,53,Forward
170,33,264,42,62,Defense
375,21,788,70,63,Defense
325,28,406,83,61,Forward
475,21,831,63,62,Midfield
325,24,553,39,14,Goalkeeper
250,29,331,32,9,Goalkeeper
290,30,363,76,65,Forward
375,25,497,72,64,Midfield
300,29,375,73,64,Midfield
270,27,439,36,12,Goalkeeper
40,37,50,48,10,Goalkeeper
625,19,1600,80,61,Midfield
450,22,743,39,28,Defense
525,19,866,68,64,Midfield
300,24,495,41,14,Goalkeeper
500,20,875,77,59,Forward
350,22,578,72,56,Defense
600,20,1200,67,48,Defense
250,27,338,67,52,Defense
400,21,550,70,57,Forward
290,30,363,56,60,Midfield
500,22,775,81,60,Midfield
260,32,455,60,57,Midfield
600,20,1200,56,30,Defense
300,28,495,48,60,Midfield
280,31,490,57,58,Midfield
600,18,1900,72,52,Forward
625,19,1500,78,61,Midfield
240,30,324,50,31,Defense
400,25,530,71,47,Forward
450,23,810,45,65,Forward
425,23,723,71,62,Forward
170,33,298,47,14,Goalkeeper
375,27,609,81,66,Forward
425,20,978,56,23,Defense
550,22,1000,80,62,Midfield
375,19,863,48,12,Goalkeeper
270,32,338,67,60,Midfield
260,26,436,43,18,Goalkeeper
325,27,593,54,35,Defense
350,21,508,76,63,Midfield
350,22,508,28,11,Goalkeeper
300,29,525,64,59,Midfield
425,21,978,53,50,Defense
260,27,325,68,63,Defense
290,26,384,70,35,Defense
170,33,264,55,14,Goalkeeper
325,23,585,34,19,Goalkeeper
200,32,270,55,35,Defense
375,26,497,70,60,Midfield
120,34,174,42,7,Goalkeeper
450,19,1000,54,35,Defense
280,28,427,51,41,Defense
300,24,525,25,5,Goalkeeper
350,25,464,59,42,Defense
375,21,731,72,56,Defense
450,20,675,69,62,Midfield
350,24,534,68,60,Defense
425,24,616,75,63,Forward
350,22,613,27,12,Goalkeeper
300,22,690,35,7,Goalkeeper
425,21,701,66,35,Defense
600,20,1500,66,45,Defense
400,23,730,63,61,Midfield
325,25,496,56,63,Defense
425,23,829,65,60,Forward
170,33,213,30,14,Goalkeeper
375,25,647,70,62,Midfield
40,37,62,26,14,Goalkeeper
240,29,324,70,54,Defense
475,22,808,64,63,Midfield
425,22,616,22,22,Goalkeeper
500,22,775,71,64,Forward
525,20,1000,77,68,Midfield
375,26,497,71,60,Forward
425,20,701,61,46,Midfield
625,19,1500,75,63,Forward
210,27,357,53,20,Goalkeeper
625,19,1600,75,65,Forward
650,20,1600,80,69,Midfield
550,19,1100,65,60,Midfield
500,22,800,65,63,Midfield
325,27,406,72,63,Midfield
350,20,805,22,11,Goalkeeper
425,19,978,68,64,Forward
500,21,950,69,65,Midfield
375,23,638,60,38,Defense
170,32,213,58,24,Defense
250,28,413,69,54,Defense
290,31,508,68,64,Midfield
425,23,935,63,64,Forward
280,31,350,64,59,Midfield
425,23,616,88,61,Midfield
300,27,398,66,25,Defense
400,24,810,52,60,Midfield
450,23,743,76,68,Midfield
270,32,473,78,59,Forward
350,26,534,67,64,Midfield
425,21,978,53,36,Defense
170,33,366,30,60,Defense
625,19,1300,77,64,Forward
450,22,945,68,54,Defense
170,32,298,29,11,Goalkeeper
325,29,569,63,56,Forward
200,32,430,60,36,Defense
300,27,548,64,49,Midfield
270,27,385,46,8,Goalkeeper
575,19,1300,64,60,Defense
40,37,70,39,11,Goalkeeper
475,20,855,72,66,Midfield
290,29,363,75,61,Midfield
260,28,455,55,26,Defense
240,33,324,67,65,Midfield
200,30,250,40,14,Goalkeeper
130,35,228,76,61,Midfield
325,28,504,61,54,Forward
290,28,529,66,40,Defense
350,22,534,62,65,Defense
350,27,464,67,60,Midfield
425,24,765,53,48,Forward
425,22,723,65,62,Midfield
600,18,1500,64,68,Midfield
300,24,510,56,12,Goalkeeper
550,21,798,75,67,Midfield
325,27,593,51,38,Defense
300,29,375,58,62,Midfield
375,27,684,71,59,Forward
240,30,324,59,61,Defense
240,29,420,80,58,Defense
600,20,1100,65,66,Defense
450,22,878,88,57,Forward
600,20,1500,52,38,Defense
475,21,713,73,46,Defense
375,25,684,61,65,Midfield
400,17,880,61,50,Defense
450,22,810,62,68,Midfield
230,33,311,32,51,Midfield
425,24,829,77,65,Midfield
350,26,621,85,63,Midfield
375,23,788,42,11,Goalkeeper
525,19,1300,75,57,Midfield
70,36,123,58,54,Midfield
425,23,893,66,65,Midfield
325,28,406,77,59,Midfield
290,29,363,63,58,Midfield
300,28,405,66,59,Midfield
575,19,1600,63,24,Defense
350,20,788,32,10,Goalkeeper
450,22,833,79,62,Defense
400,21,780,65,42,Defense
450,23,743,63,58,Midfield
350,26,464,85,60,Midfield
350,25,639,69,61,Defense
300,29,465,58,58,Midfield
600,21,1400,52,39,Defense
325,25,431,84,55,Defense
325,27,504,73,58,Forward
650,20,1700,65,64,Midfield
600,18,1700,80,65,Midfield
200,32,260,67,64,Defense
575,20,1100,81,63,Midfield
450,22,1100,78,59,Defense
350,26,691,66,66,Midfield
475,21,1000,74,56,Forward
450,23,720,75,66,Midfield
325,27,471,78,55,Midfield
400,25,570,65,58,Midfield
450,24,698,81,68,Midfield
325,29,439,59,58,Forward
550,21,825,75,64,Forward
525,21,984,78,23,Defense
450,23,698,81,67,Forward
170,32,298,51,24,Defense
375,23,544,73,38,Defense
350,23,543,62,56,Defense
475,21,831,54,61,Midfield
500,20,850,62,62,Midfield
325,25,447,76,59,Defense
325,24,593,59,49,Defense
625,19,1600,68,66,Midfield
450,23,698,68,62,Midfield
375,27,497,55,53,Forward
230,30,328,47,16,Goalkeeper
300,27,428,61,34,Defense
280,24,441,51,19,Goalkeeper
260,27,455,76,65,Defense
170,33,366,52,57,Midfield
350,22,630,77,55,Defense
325,27,601,34,45,Forward
500,22,1100,68,52,Forward
350,24,613,64,41,Defense
425,24,829,73,63,Midfield
525,21,1200,69,59,Midfield
650,20,1300,74,65,Forward
475,21,808,66,60,Midfield
475,22,736,67,50,Midfield
350,24,683,73,51,Defense
500,21,850,77,68,Forward
350,23,543,68,44,Defense
400,25,710,56,58,Forward
325,22,593,60,22,Defense
450,22,743,67,58,Midfield
425,23,701,66,67,Midfield
400,24,670,82,67,Forward
675,20,1300,72,55,Midfield
325,23,504,45,17,Goalkeeper
475,22,855,63,52,Midfield
475,19,736,70,50,Midfield
450,20,653,68,40,Defense
290,25,645,55,19,Goalkeeper
240,32,300,54,58,Forward
350,25,464,45,49,Defense
190,31,304,50,12,Goalkeeper
260,26,475,35,17,Goalkeeper
400,25,710,64,60,Midfield
525,21,1000,81,63,Forward
120,33,174,26,20,Defense
575,20,1200,75,67,Forward
425,23,616,68,60,Forward
550,21,908,77,69,Midfield
280,28,511,74,59,Defense
230,29,357,70,57,Defense
600,20,1300,64,33,Defense
475,21,998,53,54,Forward
290,27,529,77,60,Defense
425,22,723,53,40,Defense
300,27,458,53,30,Defense
400,24,530,75,62,Forward
160,35,280,49,52,Forward
400,20,780,78,55,Defense
350,23,621,33,63,Defense
475,22,855,72,60,Midfield
600,17,1900,75,65,Forward
600,17,1600,69,64,Forward
400,24,730,75,61,Forward
650,20,1400,69,68,Forward
290,24,573,43,18,Goalkeeper
425,21,893,35,16,Goalkeeper
150,34,263,58,66,Midfield
100,37,215,33,63,Midfield
400,24,780,65,25,Defense
400,25,650,75,56,Forward
450,20,653,77,31,Defense
425,23,829,66,63,Midfield
550,18,1200,63,31,Defense
375,27,834,66,55,Forward
625,18,1500,77,71,Midfield
425,21,765,74,61,Defense
625,19,1300,60,64,Midfield
375,23,684,58,56,Midfield
375,25,684,79,59,Midfield
500,22,900,81,70,Midfield
400,24,570,69,64,Midfield
425,23,829,75,61,Forward
350,23,630,73,49,Defense
400,23,730,79,64,Forward
325,24,593,71,58,Defense
325,23,593,65,46,Defense
375,25,572,68,64,Midfield
450,23,743,68,56,Midfield
325,27,488,76,64,Forward
250,28,313,68,61,Defense
375,19,863,22,12,Goalkeeper
525,21,1300,67,57,Defense
450,23,855,68,62,Midfield
450,22,788,85,66,Midfield
300,23,495,23,10,Goalkeeper
250,29,538,69,53,Defense
400,23,580,60,58,Midfield
170,33,298,41,44,Defense
400,24,610,72,57,Forward
525,18,1500,68,61,Defense
400,23,580,75,43,Defense
450,21,1000,63,49,Midfield
600,20,1300,55,44,Defense
650,20,1500,69,65,Forward
575,21,1300,64,54,Midfield
180,33,225,64,61,Midfield
290,30,508,78,62,Midfield
350,26,534,70,64,Midfield
400,19,620,43,48,Midfield
700,18,2000,76,60,Forward
290,24,486,42,17,Goalkeeper
240,29,420,78,64,Defense
525,20,1400,28,12,Goalkeeper
550,20,880,71,62,Forward
575,21,1300,73,67,Midfield
525,22,893,66,58,Forward
350,23,595,82,54,Defense
425,21,723,83,63,Midfield
450,23,765,69,63,Midfield
290,27,645,74,63,Defense
70,36,151,34,6,Goalkeeper
450,20,945,76,61,Defense
625,19,1200,79,66,Forward
425,24,701,81,49,Forward
350,22,595,66,58,Defense
450,20,698,61,60,Midfield
450,22,788,62,62,Midfield
575,20,1500,82,65,Midfield
170,32,213,56,61,Midfield
650,20,1300,65,62,Forward
650,20,1400,64,57,Midfield
350,24,534,71,61,Defense
475,20,831,57,24,Defense
475,23,689,88,63,Midfield
550,21,1000,70,68,Forward
325,24,593,75,56,Defense
270,31,365,75,61,Forward
400,23,730,72,62,Midfield
475,20,1100,30,8,Goalkeeper
625,18,1500,73,64,Forward
400,25,530,81,62,Forward
500,19,1100,70,61,Defense
600,21,1600,65,40,Defense
350,21,508,84,54,Defense
300,28,450,64,65,Midfield
500,21,825,75,64,Midfield
375,21,675,43,14,Goalkeeper
260,27,397,26,14,Goalkeeper
250,29,438,45,39,Defense
475,22,903,72,69,Midfield
575,19,1200,75,70,Midfield
325,27,406,90,62,Forward
300,26,435,47,13,Goalkeeper
375,26,853,67,68,Midfield
425,21,680,46,13,Goalkeeper
325,27,618,50,63,Forward
675,21,1300,74,58,Forward
375,25,684,50,58,Forward
90,35,122,70,57,Defense
325,25,593,76,62,Defense
300,26,458,65,39,Midfield
300,29,465,64,63,Midfield
260,27,442,67,66,Defense
575,19,1200,84,58,Defense
350,23,508,47,42,Defense
400,19,920,26,14,Goalkeeper
400,24,730,83,61,Forward
280,31,448,69,54,Midfield
450,20,855,57,45,Defense
425,23,829,73,68,Midfield
350,27,464,67,66,Midfield
325,28,406,50,57,Forward
425,22,701,53,46,Forward
450,23,788,61,54,Midfield
280,25,371,27,10,Goalkeeper
230,33,311,61,52,Midfield
500,21,1100,90,68,Midfield
200,31,330,31,28,Defense
425,23,935,70,61,Midfield
400,25,530,60,63,Midfield
300,28,600,66,64,Midfield
220,30,385,61,60,Defense
350,23,534,66,57,Midfield
200,29,330,48,11,Goalkeeper
325,27,471,81,65,Midfield
425,23,744,65,60,Midfield
500,22,875,69,66,Midfield
450,23,878,88,65,Forward
425,23,659,73,62,Forward
280,27,371,78,55,Defense
575,20,1200,65,65,Defense
525,22,866,62,58,Midfield
240,30,396,58,58,Midfield
300,23,398,79,50,Defense
375,24,731,62,45,Defense
180,31,279,56,16,Goalkeeper
650,20,1400,64,63,Midfield
475,23,689,73,54,Forward
475,23,855,72,60,Forward
450,23,878,67,64,Midfield
40,37,86,35,54,Defense
525,21,945,56,63,Midfield
425,23,723,72,62,Forward
525,21,984,79,62,Defense
650,19,1600,66,62,Midfield
375,24,581,69,48,Midfield
270,32,338,64,58,Forward
625,18,1900,72,64,Midfield
425,22,669,66,60,Forward
260,24,475,41,15,Goalkeeper
600,18,1700,77,60,Midfield
450,22,720,60,64,Defense
260,28,325,64,56,Midfield
475,22,903,60,60,Midfield
210,29,347,23,16,Goalkeeper
230,31,288,54,23,Defense
240,33,420,59,62,Midfield
475,21,831,68,67,Midfield
290,25,486,46,29,Goalkeeper
325,24,553,42,17,Goalkeeper
600,20,1200,62,30,Defense
550,19,1300,79,63,Defense
475,21,903,69,61,Midfield
300,29,645,68,62,Midfield
375,26,684,85,63,Forward
450,22,810,53,35,Defense
475,23,831,73,63,Midfield
170,33,213,54,46,Defense
120,33,162,72,59,Defense
350,23,586,68,58,Defense
375,26,572,74,64,Forward
375,25,581,63,42,Defense
425,23,659,83,62,Midfield
425,23,701,80,68,Midfield
325,25,561,59,38,Defense
400,22,690,73,66,Midfield
250,28,413,77,59,Defense
475,19,784,58,66,Midfield
290,23,529,43,20,Goalkeeper
650,18,2000,82,71,Midfield
650,20,1600,70,68,Midfield
400,22,780,33,11,Goalkeeper
400,23,570,54,56,Forward
400,24,610,70,66,Midfield
325,26,512,54,66,Defense
375,21,544,43,39,Defense
230,32,288,70,61,Midfield
290,27,500,72,69,Defense
300,28,435,65,61,Midfield
375,24,581,55,49,Midfield
325,28,471,71,64,Midfield
550,19,1200,68,58,Defense
260,27,351,71,54,Defense
375,22,675,68,59,Defense
525,19,1200,58,22,Goalkeeper
525,21,761,81,61,Midfield
300,28,525,75,66,Midfield
350,25,534,75,55,Defense
300,25,533,70,61,Defense
425,21,765,70,72,Midfield
300,28,428,53,32,Defense
350,24,604,67,60,Midfield
325,26,593,66,61,Defense
550,17,1500,66,38,Defense
200,31,350,67,55,Defense
600,19,1500,71,48,Defense
120,34,258,45,55,Defense
300,30,405,64,60,Forward
500,21,900,69,62,Forward
500,19,1200,68,58,Midfield
350,27,604,74,65,Midfield
350,23,464,59,49,Defense
240,28,348,74,61,Defense
425,23,829,70,58,Forward
230,31,288,32,31,Defense
375,23,619,62,44,Defense
425,22,659,74,62,Defense
400,25,730,79,63,Forward
425,21,765,74,57,Defense
140,35,245,43,59,Forward
300,29,405,68,60,Midfield
400,21,720,63,39,Defense
120,34,210,50,51,Defense
350,23,543,70,42,Defense
475,21,760,60,31,Defense
290,25,413,79,58,Defense
350,26,464,87,61,Midfield
375,23,619,73,39,Defense
400,21,880,69,44,Defense
450,22,878,75,62,Defense
375,26,609,70,62,Midfield
475,21,831,70,61,Forward
375,21,675,21,11,Goalkeeper
375,22,731,86,58,Defense
500,21,1200,60,65,Midfield
575,18,1100,56,31,Defense
